0088888888888888,111111,00500000,00100000
0188888888888888,111111,00500000,00100000
0288888888888888,111111,00500000,00100000
0388888888888888,111111,00500000,00100000
0488888888888888,111111,00500000,00100000
0588888888888888,111111,00500000,00100000
0688888888888888,111111,00500000,00100000
0788888888888888,111111,00500000,00100000
0888888888888888,111111,00500000,00100000
0988888888888888,111111,00500000,00100000
1088888888888888,111111,00500000,00100000
1188888888888888,111111,00500000,00100000
1288888888888888,111111,00500000,00100000
1388888888888888,111111,00500000,00100000
1488888888888888,111111,00500000,00100000
1588888888888888,111111,00500000,00100000
1688888888888888,111111,00500000,00100000
1788888888888888,111111,00500000,00100000
1888888888888888,111111,00500000,00100000
1988888888888888,111111,00500000,00100000
2088888888888888,111111,00500000,00100000
2188888888888888,111111,00500000,00100000
2288888888888888,111111,00500000,00100000
2388888888888888,111111,00500000,00100000
2488888888888888,111111,00500000,00100000
2588888888888888,111111,00500000,00100000
2688888888888888,111111,00500000,00100000
2788888888888888,111111,00500000,00100000
2888888888888888,111111,00500000,00100000
2988888888888888,111111,00500000,00100000
3088888888888888,111111,00500000,00100000
3188888888888888,111111,00500000,00100000
3288888888888888,111111,00500000,00100000
3388888888888888,111111,00500000,00100000
3488888888888888,111111,00500000,00100000
3588888888888888,111111,00500000,00100000
3688888888888888,111111,00500000,00100000
3788888888888888,111111,00500000,00100000
3888888888888888,111111,00500000,00100000
3988888888888888,111111,00500000,00100000
4088888888888888,111111,00500000,00100000
4188888888888888,111111,00500000,00100000
4288888888888888,111111,00500000,00100000
4388888888888888,111111,00500000,00100000
4488888888888888,111111,00500000,00100000
4588888888888888,111111,00500000,00100000
4688888888888888,111111,00500000,00100000
4788888888888888,111111,00500000,00100000
4888888888888888,111111,00500000,00100000
4988888888888888,111111,00500000,00100000
-
